source,year,month,platform,item_head,targets,done_ltrs,achieved_pct,est_ltr
secondary,2025,10,Swiggy,COMMODITY,,51102.0,,51102.0
secondary,2025,10,Zepto,COMMODITY,,4872.0,,4872.0
secondary,2025,10,BigBasket,COMMODITY,,6130.0,,6130.0
secondary,2025,10,CityMall,COMMODITY,,27845.0,,30828.39285714286
secondary,2025,10,Flipkart,COMMODITY,,10102.0,,10102.0
secondary,2025,10,Flipkart Grocery,COMMODITY,,0.0,,0.0
secondary,2025,11,Amazon,PREMIUM,,66757.75,,66757.75
secondary,2025,11,Amazon MP,PREMIUM,,0.0,,0.0
secondary,2025,11,Blinkit,PREMIUM,,38998.0,,38998.0
secondary,2025,11,Swiggy,PREMIUM,,36718.5,,36718.5
secondary,2025,11,Zepto,PREMIUM,,9167.0,,9167.0
secondary,2025,11,BigBasket,PREMIUM,,3387.0,,3387.0
secondary,2025,11,Zomato,PREMIUM,,27091.0,,29026.071428571428
secondary,2025,11,CityMall,PREMIUM,,744.0,,769.6551724137931
secondary,2025,11,Flipkart,PREMIUM,,17664.5,,17664.5
secondary,2025,11,Flipkart Grocery,PREMIUM,,0.0,,0.0
secondary,2025,11,Amazon,COMMODITY,,85143.0,,85143.0
secondary,2025,11,Amazon MP,COMMODITY,,0.0,,0.0
secondary,2025,11,Blinkit,COMMODITY,,16837.0,,16837.0
secondary,2025,11,Swiggy,COMMODITY,,57243.0,,57243.0
secondary,2025,11,Zepto,COMMODITY,,5869.0,,5869.0
secondary,2025,11,BigBasket,COMMODITY,,6776.0,,6776.0
secondary,2025,11,CityMall,COMMODITY,,27206.0,,28144.137931034482
secondary,2025,11,Flipkart,COMMODITY,,7214.0,,7214.0
secondary,2025,11,Flipkart Grocery,COMMODITY,,0.0,,0.0
secondary,2025,12,Amazon,PREMIUM,,79998.25,,79998.25
secondary,2025,12,Amazon MP,PREMIUM,,0.0,,0.0
secondary,2025,12,Blinkit,PREMIUM,,41717.0,,41717.0
secondary,2025,12,Swiggy,PREMIUM,,35350.0,,35350.0
secondary,2025,12,Zepto,PREMIUM,,10604.0,,10604.0
secondary,2025,12,BigBasket,PREMIUM,,3632.0,,3632.0
secondary,2025,12,Zomato,PREMIUM,,37114.0,,37114.0
secondary,2025,12,CityMall,PREMIUM,,744.0,,854.2222222222222
secondary,2025,12,Flipkart,PREMIUM,,10525.0,,10525.0
secondary,2025,12,Flipkart Grocery,PREMIUM,,752.0,,752.0
secondary,2025,12,Amazon,COMMODITY,,94573.0,,94573.0
secondary,2025,12,Amazon MP,COMMODITY,,0.0,,0.0
secondary,2025,12,Blinkit,COMMODITY,,22578.0,,22578.0
secondary,2025,12,Swiggy,COMMODITY,,64163.0,,64163.0
secondary,2025,12,Zepto,COMMODITY,,9311.0,,9311.0
secondary,2025,12,BigBasket,COMMODITY,,8444.0,,8444.0
secondary,2025,12,CityMall,COMMODITY,,40148.0,,46095.851851851854
secondary,2025,12,Flipkart,COMMODITY,,5113.0,,5113.0
secondary,2025,12,Flipkart Grocery,COMMODITY,,21662.0,,21662.0
secondary,2026,1,Amazon,PREMIUM,,93147.95,,93147.95
secondary,2026,1,Amazon MP,PREMIUM,,0.0,,0.0
secondary,2026,1,Blinkit,PREMIUM,,40838.0,,40838.0
secondary,2026,1,Swiggy,PREMIUM,,40056.75,,40056.75
secondary,2026,1,Zepto,PREMIUM,,12807.0,,12807.0
secondary,2026,1,BigBasket,PREMIUM,,3148.0,,3148.0
secondary,2026,1,Zomato,PREMIUM,,35632.0,,35632.0
secondary,2026,1,CityMall,PREMIUM,,1048.0,,1048.0
secondary,2026,1,Flipkart,PREMIUM,,34507.55,,34507.55
secondary,2026,1,Flipkart Grocery,PREMIUM,,1890.0,,1890.0
secondary,2026,1,Amazon,COMMODITY,,134858.0,,134858.0
secondary,2026,1,Amazon MP,COMMODITY,,0.0,,0.0
secondary,2026,1,Blinkit,COMMODITY,,25619.0,,25619.0
secondary,2026,1,Swiggy,COMMODITY,,78221.0,,78221.0
secondary,2026,1,Zepto,COMMODITY,,14730.0,,14730.0
secondary,2026,1,BigBasket,COMMODITY,,8783.0,,8783.0
secondary,2026,1,CityMall,COMMODITY,,58486.0,,58486.0
secondary,2026,1,Flipkart,COMMODITY,,26611.0,,26611.0
secondary,2026,1,Flipkart Grocery,COMMODITY,,47943.0,,47943.0
secondary,2026,2,Amazon,PREMIUM,,77191.4,,77191.4
secondary,2026,2,Amazon MP,PREMIUM,,0.0,,0.0
secondary,2026,2,Blinkit,PREMIUM,,37630.0,,37630.0
secondary,2026,2,Swiggy,PREMIUM,,36928.75,,36928.75
secondary,2026,2,Zepto,PREMIUM,,13642.0,,13642.0
secondary,2026,2,BigBasket,PREMIUM,,3996.0,,3996.0
secondary,2026,2,Zomato,PREMIUM,,33643.0,,33643.0
secondary,2026,2,CityMall,PREMIUM,,731.0,,731.0
secondary,2026,2,Flipkart,PREMIUM,,22876.05,,22876.05
secondary,2026,2,Flipkart Grocery,PREMIUM,,1270.0,,1270.0
secondary,2026,2,Amazon,COMMODITY,,97570.0,,97570.0
secondary,2026,2,Amazon MP,COMMODITY,,0.0,,0.0
secondary,2026,2,Blinkit,COMMODITY,,26290.0,,26290.0
secondary,2026,2,Swiggy,COMMODITY,,66089.0,,66089.0
secondary,2026,2,Zepto,COMMODITY,,19594.0,,19594.0
secondary,2026,2,BigBasket,COMMODITY,,12925.0,,12925.0
secondary,2026,2,CityMall,COMMODITY,,65772.0,,65772.0
secondary,2026,2,Flipkart,COMMODITY,,13579.0,,13579.0
secondary,2026,2,Flipkart Grocery,COMMODITY,,35317.0,,35317.0
secondary,2026,3,Amazon,PREMIUM,,85728.4,,85728.4
secondary,2026,3,Amazon MP,PREMIUM,,54.6,,54.6
secondary,2026,3,Blinkit,PREMIUM,,44593.0,,44593.0
secondary,2026,3,Swiggy,PREMIUM,,40443.0,,40443.0
secondary,2026,3,Zepto,PREMIUM,,31829.5,,31829.5
secondary,2026,3,BigBasket,PREMIUM,,3244.0,,3244.0
secondary,2026,3,Zomato,PREMIUM,,30894.0,,30894.0
secondary,2026,3,CityMall,PREMIUM,,204.0,,225.85714285714286
secondary,2026,3,Flipkart,PREMIUM,,21158.05,,21158.05
secondary,2026,3,Flipkart Grocery,PREMIUM,,1075.0,,1075.0
secondary,2026,3,Amazon,COMMODITY,,117291.0,,117291.0
secondary,2026,3,Amazon MP,COMMODITY,,65.0,,65.0
secondary,2026,3,Blinkit,COMMODITY,,31606.0,,31606.0
secondary,2026,3,Swiggy,COMMODITY,,71322.0,,71322.0
secondary,2026,3,Zepto,COMMODITY,,26439.0,,26439.0
secondary,2026,3,BigBasket,COMMODITY,,11190.0,,11190.0
secondary,2026,3,CityMall,COMMODITY,,13928.0,,15420.285714285714
secondary,2026,3,Flipkart,COMMODITY,,17811.0,,17811.0
secondary,2026,3,Flipkart Grocery,COMMODITY,,35391.0,,35391.0
secondary,2026,4,Amazon,PREMIUM,,82716.2,,82716.2
secondary,2026,4,Amazon MP,PREMIUM,,3584.25,,3584.25
secondary,2026,4,Blinkit,PREMIUM,11000.0,19375.0,1.7613636363636365,38750.0
secondary,2026,4,Swiggy,PREMIUM,45000.0,37178.25,0.8261833333333334,37178.25
secondary,2026,4,Zepto,PREMIUM,8798.0,43655.6,4.961991361673108,43655.6
secondary,2026,4,BigBasket,PREMIUM,5000.0,2782.0,0.5564,2782.0
secondary,2026,4,Zomato,PREMIUM,30000.0,32379.0,1.0793,34691.78571428572
secondary,2026,4,CityMall,PREMIUM,34870.0,204.0,0.00585030111843992,211.0344827586207
secondary,2026,4,Flipkart,PREMIUM,34000.0,14860.6,0.4370764705882353,14860.6
secondary,2026,4,Flipkart Grocery,PREMIUM,,946.0,,946.0
secondary,2026,4,Amazon,COMMODITY,,90381.0,,90381.0
secondary,2026,4,Amazon MP,COMMODITY,,362.0,,374.48275862068965
secondary,2026,4,Blinkit,COMMODITY,55000.0,9483.0,0.17241818181818183,18966.0
secondary,2026,4,Swiggy,COMMODITY,65000.0,47742.0,0.7344923076923077,47742.0
secondary,2026,4,Zepto,COMMODITY,20000.0,18403.0,0.92015,18403.0
secondary,2026,4,BigBasket,COMMODITY,33000.0,9684.0,0.29345454545454547,9684.0
secondary,2026,4,CityMall,COMMODITY,23900.0,3503.0,0.14656903765690377,3623.793103448276
secondary,2026,4,Flipkart,COMMODITY,56000.0,6239.0,0.11141071428571428,6239.0
secondary,2026,4,Flipkart Grocery,COMMODITY,,15058.0,,15058.0
secondary,2026,5,Amazon,PREMIUM,150000.0,147569.5,0.9837966666666667,147569.5
secondary,2026,5,Amazon MP,PREMIUM,20000.0,4723.15,0.2361575,4723.15
secondary,2026,5,Blinkit,PREMIUM,66000.0,53106.0,0.8046363636363636,53106.0
secondary,2026,5,Swiggy,PREMIUM,67000.0,58365.0,0.8711194029850746,58365.0
secondary,2026,5,Zepto,PREMIUM,67000.0,50528.0,0.7541492537313433,50528.0
secondary,2026,5,BigBasket,PREMIUM,5000.0,2960.0,0.592,2960.0
secondary,2026,5,Zomato,PREMIUM,60000.0,33718.0,0.5619666666666666,34841.933333333334
secondary,2026,5,CityMall,PREMIUM,2000.0,780.0,0.39,1099.090909090909
secondary,2026,5,Flipkart,PREMIUM,60000.0,31490.8,0.5248466666666667,31490.8
secondary,2026,5,Flipkart Grocery,PREMIUM,2000.0,2131.0,1.0655,2131.0
secondary,2026,5,Amazon,COMMODITY,180000.0,180859.0,1.0047722222222222,180859.0
secondary,2026,5,Amazon MP,COMMODITY,5000.0,270.0,0.054,270.0
secondary,2026,5,Blinkit,COMMODITY,35000.0,33495.0,0.957,33495.0
secondary,2026,5,Swiggy,COMMODITY,80000.0,80999.0,1.0124875,80999.0
secondary,2026,5,Zepto,COMMODITY,25000.0,25898.0,1.03592,25898.0
secondary,2026,5,BigBasket,COMMODITY,12000.0,11832.0,0.986,11832.0
secondary,2026,5,CityMall,COMMODITY,50000.0,48309.0,0.96618,68071.77272727272
secondary,2026,5,Flipkart,COMMODITY,25000.0,11399.0,0.45596,11399.0
secondary,2026,5,Flipkart Grocery,COMMODITY,52000.0,22969.0,0.4417115384615385,22969.0
secondary,2026,6,Amazon,PREMIUM,160000.0,97378.4,0.608615,116854.08
secondary,2026,6,Amazon MP,PREMIUM,5000.0,5378.55,1.07571,6454.26
secondary,2026,6,Blinkit,PREMIUM,60000.0,41213.0,0.6868833333333333,47553.46153846154
secondary,2026,6,Swiggy,PREMIUM,60000.0,82577.5,1.3762916666666667,95281.73076923077
secondary,2026,6,Zepto,PREMIUM,55000.0,51801.8,0.9418509090909091,59771.307692307695
secondary,2026,6,BigBasket,PREMIUM,5000.0,2142.0,0.4284,2471.5384615384614
secondary,2026,6,Zomato,PREMIUM,,11472.0,,19120.0
secondary,2026,6,CityMall,PREMIUM,,112.0,,373.3333333333333
secondary,2026,6,Flipkart,PREMIUM,25000.0,16110.55,0.644422,18589.096153846152
secondary,2026,6,Flipkart Grocery,PREMIUM,2000.0,999.0,0.4995,1248.75
secondary,2026,6,Amazon,COMMODITY,180000.0,106796.0,0.5933111111111111,128155.2
secondary,2026,6,Amazon MP,COMMODITY,7000.0,162.0,0.023142857142857142,211.30434782608697
secondary,2026,6,Blinkit,COMMODITY,35000.0,31514.0,0.9004,36362.307692307695
secondary,2026,6,Swiggy,COMMODITY,80000.0,73444.0,0.91805,84743.07692307692
secondary,2026,6,Zepto,COMMODITY,30000.0,16602.0,0.5534,19156.153846153848
secondary,2026,6,BigBasket,COMMODITY,12000.0,7728.0,0.644,8916.923076923076
secondary,2026,6,CityMall,COMMODITY,,17603.0,,58676.666666666664
secondary,2026,6,Flipkart,COMMODITY,35000.0,5531.0,0.15802857142857143,6381.923076923077
secondary,2026,6,Flipkart Grocery,COMMODITY,40000.0,15130.0,0.37825,18912.5
primary,2024,1,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,1,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,1,Zepto,PREMIUM,,0.0,,0.0
primary,2024,1,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,1,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,1,Zomato,PREMIUM,,0.0,,0.0
primary,2024,1,CityMall,PREMIUM,,0.0,,0.0
primary,2024,1,Amazon,PREMIUM,,53025.25,,53025.25
primary,2024,1,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,1,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,1,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,1,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,1,Zepto,COMMODITY,,0.0,,0.0
primary,2024,1,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,1,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,1,CityMall,COMMODITY,,0.0,,0.0
primary,2024,1,Amazon,COMMODITY,,43765.0,,43765.0
primary,2024,1,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,1,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,2,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,2,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,2,Zepto,PREMIUM,,0.0,,0.0
primary,2024,2,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,2,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,2,Zomato,PREMIUM,,0.0,,0.0
primary,2024,2,CityMall,PREMIUM,,0.0,,0.0
primary,2024,2,Amazon,PREMIUM,,47653.0,,47653.0
primary,2024,2,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,2,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,2,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,2,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,2,Zepto,COMMODITY,,0.0,,0.0
primary,2024,2,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,2,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,2,CityMall,COMMODITY,,0.0,,0.0
primary,2024,2,Amazon,COMMODITY,,40800.0,,40800.0
primary,2024,2,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,2,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,3,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,3,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,3,Zepto,PREMIUM,,0.0,,0.0
primary,2024,3,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,3,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,3,Zomato,PREMIUM,,0.0,,0.0
primary,2024,3,CityMall,PREMIUM,,0.0,,0.0
primary,2024,3,Amazon,PREMIUM,,43298.75,,43298.75
primary,2024,3,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,3,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,3,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,3,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,3,Zepto,COMMODITY,,0.0,,0.0
primary,2024,3,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,3,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,3,CityMall,COMMODITY,,0.0,,0.0
primary,2024,3,Amazon,COMMODITY,,30945.0,,30945.0
primary,2024,3,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,3,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,4,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,4,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,4,Zepto,PREMIUM,,0.0,,0.0
primary,2024,4,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,4,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,4,Zomato,PREMIUM,,0.0,,0.0
primary,2024,4,CityMall,PREMIUM,,0.0,,0.0
primary,2024,4,Amazon,PREMIUM,,46941.5,,46941.5
primary,2024,4,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,4,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,4,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,4,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,4,Zepto,COMMODITY,,0.0,,0.0
primary,2024,4,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,4,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,4,CityMall,COMMODITY,,0.0,,0.0
primary,2024,4,Amazon,COMMODITY,,40037.0,,40037.0
primary,2024,4,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,4,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,5,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,5,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,5,Zepto,PREMIUM,,0.0,,0.0
primary,2024,5,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,5,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,5,Zomato,PREMIUM,,0.0,,0.0
primary,2024,5,CityMall,PREMIUM,,0.0,,0.0
primary,2024,5,Amazon,PREMIUM,,51433.0,,51433.0
primary,2024,5,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,5,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,5,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,5,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,5,Zepto,COMMODITY,,0.0,,0.0
primary,2024,5,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,5,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,5,CityMall,COMMODITY,,0.0,,0.0
primary,2024,5,Amazon,COMMODITY,,51080.0,,51080.0
primary,2024,5,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,5,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,6,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,6,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,6,Zepto,PREMIUM,,0.0,,0.0
primary,2024,6,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,6,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,6,Zomato,PREMIUM,,0.0,,0.0
primary,2024,6,CityMall,PREMIUM,,0.0,,0.0
primary,2024,6,Amazon,PREMIUM,,55473.5,,55473.5
primary,2024,6,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,6,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,6,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,6,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,6,Zepto,COMMODITY,,0.0,,0.0
primary,2024,6,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,6,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,6,CityMall,COMMODITY,,0.0,,0.0
primary,2024,6,Amazon,COMMODITY,,60243.0,,60243.0
primary,2024,6,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,6,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,7,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,7,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,7,Zepto,PREMIUM,,0.0,,0.0
primary,2024,7,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,7,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,7,Zomato,PREMIUM,,0.0,,0.0
primary,2024,7,CityMall,PREMIUM,,0.0,,0.0
primary,2024,7,Amazon,PREMIUM,,68811.85,,68811.85
primary,2024,7,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,7,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,7,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,7,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,7,Zepto,COMMODITY,,0.0,,0.0
primary,2024,7,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,7,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,7,CityMall,COMMODITY,,0.0,,0.0
primary,2024,7,Amazon,COMMODITY,,73405.0,,73405.0
primary,2024,7,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,7,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,8,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,8,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,8,Zepto,PREMIUM,,0.0,,0.0
primary,2024,8,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,8,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,8,Zomato,PREMIUM,,0.0,,0.0
primary,2024,8,CityMall,PREMIUM,,0.0,,0.0
primary,2024,8,Amazon,PREMIUM,,68486.55,,68486.55
primary,2024,8,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,8,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,8,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,8,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,8,Zepto,COMMODITY,,0.0,,0.0
primary,2024,8,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,8,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,8,CityMall,COMMODITY,,0.0,,0.0
primary,2024,8,Amazon,COMMODITY,,60430.0,,60430.0
primary,2024,8,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,8,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,9,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,9,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,9,Zepto,PREMIUM,,0.0,,0.0
primary,2024,9,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,9,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,9,Zomato,PREMIUM,,0.0,,0.0
primary,2024,9,CityMall,PREMIUM,,0.0,,0.0
primary,2024,9,Amazon,PREMIUM,,66383.45,,66383.45
primary,2024,9,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,9,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,9,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,9,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,9,Zepto,COMMODITY,,0.0,,0.0
primary,2024,9,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,9,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,9,CityMall,COMMODITY,,0.0,,0.0
primary,2024,9,Amazon,COMMODITY,,83433.0,,83433.0
primary,2024,9,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,9,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,10,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,10,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,10,Zepto,PREMIUM,,0.0,,0.0
primary,2024,10,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,10,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,10,Zomato,PREMIUM,,0.0,,0.0
primary,2024,10,CityMall,PREMIUM,,0.0,,0.0
primary,2024,10,Amazon,PREMIUM,,79277.75,,79277.75
primary,2024,10,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,10,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,10,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,10,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,10,Zepto,COMMODITY,,0.0,,0.0
primary,2024,10,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,10,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,10,CityMall,COMMODITY,,0.0,,0.0
primary,2024,10,Amazon,COMMODITY,,147081.0,,147081.0
primary,2024,10,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,10,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,11,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,11,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,11,Zepto,PREMIUM,,0.0,,0.0
primary,2024,11,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,11,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,11,Zomato,PREMIUM,,0.0,,0.0
primary,2024,11,CityMall,PREMIUM,,0.0,,0.0
primary,2024,11,Amazon,PREMIUM,,56357.85,,56357.85
primary,2024,11,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,11,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,11,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,11,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,11,Zepto,COMMODITY,,0.0,,0.0
primary,2024,11,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,11,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,11,CityMall,COMMODITY,,0.0,,0.0
primary,2024,11,Amazon,COMMODITY,,78995.0,,78995.0
primary,2024,11,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,11,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2024,12,Blinkit,PREMIUM,,0.0,,0.0
primary,2024,12,Swiggy,PREMIUM,,0.0,,0.0
primary,2024,12,Zepto,PREMIUM,,0.0,,0.0
primary,2024,12,BigBasket,PREMIUM,,0.0,,0.0
primary,2024,12,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2024,12,Zomato,PREMIUM,,0.0,,0.0
primary,2024,12,CityMall,PREMIUM,,0.0,,0.0
primary,2024,12,Amazon,PREMIUM,,67505.85,,67505.85
primary,2024,12,Amazon MP,PREMIUM,,0.0,,0.0
primary,2024,12,Flipkart MP,PREMIUM,,0.0,,0.0
primary,2024,12,Blinkit,COMMODITY,,0.0,,0.0
primary,2024,12,Swiggy,COMMODITY,,0.0,,0.0
primary,2024,12,Zepto,COMMODITY,,0.0,,0.0
primary,2024,12,BigBasket,COMMODITY,,0.0,,0.0
primary,2024,12,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2024,12,CityMall,COMMODITY,,0.0,,0.0
primary,2024,12,Amazon,COMMODITY,,85850.0,,85850.0
primary,2024,12,Amazon MP,COMMODITY,,0.0,,0.0
primary,2024,12,Flipkart MP,COMMODITY,,0.0,,0.0
primary,2025,1,Blinkit,PREMIUM,,0.0,,0.0
primary,2025,1,Swiggy,PREMIUM,,0.0,,0.0
primary,2025,1,Zepto,PREMIUM,,0.0,,0.0
primary,2025,1,BigBasket,PREMIUM,,0.0,,0.0
primary,2025,1,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2025,1,Zomato,PREMIUM,,0.0,,0.0
primary,2025,1,CityMall,PREMIUM,,0.0,,0.0
primary,2025,1,Amazon,PREMIUM,,76148.65,,76148.65
primary,2025,1,Amazon MP,PREMIUM,,0.0,,0.0
primary,2025,1,Flipkart MP,PREMIUM,,9254.0,,9254.0
primary,2025,1,Blinkit,COMMODITY,,0.0,,0.0
primary,2025,1,Swiggy,COMMODITY,,0.0,,0.0
primary,2025,1,Zepto,COMMODITY,,0.0,,0.0
primary,2025,1,BigBasket,COMMODITY,,0.0,,0.0
primary,2025,1,Flipkart Grocery,COMMODITY,,0.0,,0.0
primary,2025,1,CityMall,COMMODITY,,0.0,,0.0
primary,2025,1,Amazon,COMMODITY,,134312.0,,134312.0
primary,2025,1,Amazon MP,COMMODITY,,0.0,,0.0
primary,2025,1,Flipkart MP,COMMODITY,,17116.0,,17116.0
primary,2025,2,Blinkit,PREMIUM,,0.0,,0.0
primary,2025,2,Swiggy,PREMIUM,,0.0,,0.0
primary,2025,2,Zepto,PREMIUM,,80.0,,203.63636363636363
primary,2025,2,BigBasket,PREMIUM,,16.0,,17.92
primary,2025,2,Flipkart Grocery,PREMIUM,,0.0,,0.0
primary,2025,2,Zomato,PREMIUM,,0.0,,0.0
primary,2025,2,CityMall,PREMIUM,,0.0,,0.0
